timestamp,text,retweeted_status_id,rating_numerator,rating_denominator,name,jpg_url,created_at,retweet_count,favorite_count,rating,dog_stage,breed,social_total
2017-07-18 16:08:03+00:00,You may not have known you needed to see this today.  please enjoy (IG: emmylouroo),,13,10,Unknown,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,2017-07-18 16:08:03+00:00,10737,34222,1.3,None,None,44959
2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...  would suffocate in floof,,12,10,Unknown,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,2017-07-18 00:07:08+00:00,6167,31061,1.2,None,samoyed,37228
2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup.  would find her an environment to thrive in,,13,10,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2017-07-17 16:17:36+00:00,8084,35859,1.3,None,chihuahua,43943
2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed , but he needs your help",,13,10,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,2017-07-16 23:58:41+00:00,3443,12306,1.3,None,None,15749
2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting.  pet...al to the metal,,13,10,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,2017-07-16 20:14:00+00:00,4610,22798,1.3,None,None,27408
2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.  deep breaths Roscoe,,12,10,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,2017-07-15 23:25:31+00:00,3316,21524,1.2,pupper,french_bulldog,24840
2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix.  someone assist Waffles,,13,10,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,2017-07-15 16:17:19+00:00,6523,28469,1.3,None,pug,34992
2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.  pls pet with caution,,12,10,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,2017-07-14 22:10:11+00:00,7097,33382,1.2,None,blenheim_spaniel,40479
2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.  would pat noggin approvingly,,13,10,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,2017-07-13 15:58:47+00:00,6683,36689,1.3,None,None,43372
2017-07-13 01:35:06+00:00,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now.  would pet so well,8.305833205850685e+17,13,10,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,2017-07-13 01:35:06+00:00,19297,0,1.3,None,labrador_retriever,19297
2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.,,13,10,Unknown,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,2017-07-12 16:03:00+00:00,4556,22367,1.3,None,malamute,26923
2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it.  it's delightful, Earl",,12,10,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,2017-07-12 00:01:00+00:00,16439,68152,1.2,None,None,84591
2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.  you're doing great Lola,,13,10,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,2017-07-11 20:47:12+00:00,6096,28514,1.3,None,chow,34610
2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy.  what is your secret Kevin,,13,10,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,2017-07-11 00:00:02+00:00,5100,24765,1.3,None,pug,29865
2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.  (IG: itselizabethgales)",,14,10,Unknown,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,2017-07-10 15:58:53+00:00,5856,27478,1.4,None,pembroke,33334
2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.  for dangerously dapper doggo,,12,10,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,2017-07-09 21:29:42+00:00,3128,20771,1.2,doggo,german_shepherd,23899
2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.  super good boy,,12,10,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,2017-07-09 00:00:04+00:00,3586,22349,1.2,None,doberman,25935
2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.",,5,10,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,2017-07-08 00:28:19+00:00,10407,46860,0.5,None,golden_retriever,57267
2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.  heroic as h*ck,,13,10,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,2017-07-07 16:22:55+00:00,3825,22986,1.3,floofer,chow,26811
2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...  would sneak a pat",,13,10,Unknown,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2017-07-07 00:17:54+00:00,6949,37914,1.3,None,golden_retriever,44863
2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.  confirmed great boy,,13,10,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,2017-07-06 15:58:11+00:00,4122,24445,1.3,None,None,28567
2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.  would let steal my girl,,12,10,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,2017-07-06 00:46:41+00:00,5134,28903,1.2,pupper,labrador_retriever,34037
2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.  Phelps is nervous (IG: stanleythe_corgi),,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,2017-07-05 15:48:34+00:00,6342,28382,1.3,None,pembroke,34724
2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.  happy 4th Alfy 🇺🇸,,13,10,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,2017-07-04 16:01:23+00:00,12118,45880,1.3,None,golden_retriever,57998
2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.  rest easy Koko",,13,10,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,2017-07-04 01:18:17+00:00,5203,29900,1.3,None,None,35103
2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof.  dangerously pettable,,12,10,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,2017-07-03 16:04:48+00:00,3533,24773,1.2,None,None,28306
2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.  would boop intensely,,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,2017-07-03 00:11:11+00:00,11099,51522,1.3,None,saluki,62621
2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150.  would pet,,12,10,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,2017-07-01 21:49:04+00:00,5358,23501,1.2,None,None,28859
2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal.  h*ckin breathtaking,,13,10,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,2017-06-30 23:47:07+00:00,2886,17346,1.3,None,None,20232
2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...,,12,10,Unknown,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,2017-06-30 19:35:32+00:00,3989,21734,1.2,None,pembroke,25723
2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success.  would perform a sandy boop,,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,2017-06-29 16:39:47+00:00,6546,29075,1.2,None,golden_retriever,35621
2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.  would snug well,,12,10,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,2017-06-29 00:27:25+00:00,4436,27640,1.2,None,None,32076
2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho,,11,10,Unknown,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,2017-06-28 16:09:20+00:00,4533,28150,1.1,None,None,32683
2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.,,13,10,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,2017-06-28 00:42:13+00:00,3642,22667,1.3,None,basset,26309
2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead.,,12,10,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,2017-06-27 00:10:17+00:00,3323,23822,1.2,None,None,27145
2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt.  someone help him (vid by Georgia Felici),,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,2017-06-26 19:07:24+00:00,45849,107956,1.3,None,None,153805
2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.  would happily get blocked by,,12,10,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,2017-06-26 16:31:08+00:00,3261,17099,1.2,None,None,20360
2017-06-25 18:56:45+00:00,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.  would still pet,,11,10,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,2017-06-25 18:56:45+00:00,4941,23022,1.1,None,None,27963
2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere.  would protect at all costs,,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,2017-06-25 16:07:47+00:00,2812,19317,1.3,None,vizsla,22129
2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.  would love back #PrideMonth,,13,10,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2017-06-25 00:45:22+00:00,4319,19763,1.3,puppo,italian_greyhound,24082
2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still  tho. Help him out below",,13,10,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,2017-06-23 16:00:04+00:00,1349,7913,1.3,None,None,9262
2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.  for all involved,,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,2017-06-23 01:10:23+00:00,7181,42876,1.4,None,french_bulldog,50057
2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed.  would tell again,,13,10,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2017-06-22 03:54:17+00:00,17300,71144,1.3,None,chesapeake_bay_retriever,88444
2017-06-21 19:36:23+00:00,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat,8.76850772322988e+17,14,10,Unknown,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,2017-06-21 19:36:23+00:00,83,0,1.4,pupper,None,83
2017-06-21 15:58:08+00:00,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness.  would enjoy more shampoo options,,12,10,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,2017-06-21 15:58:08+00:00,3994,23258,1.2,None,basset,27252
2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.  for water resistant good boy",,13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,2017-06-21 00:06:44+00:00,5414,27907,1.3,None,saluki,33321
2017-06-20 16:29:50+00:00,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.  would give congratulatory boop,,12,10,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,2017-06-20 16:29:50+00:00,5880,27755,1.2,None,pembroke,33635
2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.  would snug passionately,,12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,2017-06-19 16:24:33+00:00,3506,21125,1.2,pupper,bloodhound,24631
2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.  super duper good boy,,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,2017-06-18 16:57:37+00:00,2511,19163,1.3,None,golden_retriever,21674
2017-06-17 16:52:05+00:00,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.  much excite",,13,10,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,2017-06-17 16:52:05+00:00,4903,28490,1.3,None,bernese_mountain_dog,33393
2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level.  will steal your girl",,13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,2017-06-16 16:11:53+00:00,4497,25773,1.3,None,labrador_retriever,30270
2017-06-15 00:13:52+00:00,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both  would not intervene,,13,10,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,2017-06-15 00:13:52+00:00,5081,22185,1.3,None,None,27266
2017-06-14 16:04:48+00:00,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir.  stealthy as h*ck,,12,10,Unknown,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2017-06-14 16:04:48+00:00,4922,26022,1.2,None,west_highland_white_terrier,30944
2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh.  would pat head approvingly,,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,2017-06-13 17:29:20+00:00,4875,28439,1.2,None,labrador_retriever,33314
2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too.  would sign modeling contract,,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,2017-06-12 16:06:11+00:00,4308,26651,1.3,pupper,None,30959
2017-06-12 00:15:36+00:00,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you...",,12,10,Unknown,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,2017-06-12 00:15:36+00:00,4125,23134,1.2,None,flat-coated_retriever,27259
2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.  #PrideMonth puppo",,13,10,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2017-06-11 21:18:31+00:00,11007,35501,1.3,puppo,cardigan,46508
2017-06-11 00:25:14+00:00,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie.  keep it pup Walter,8.688803978194944e+17,14,10,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,2017-06-11 00:25:14+00:00,12518,0,1.4,None,None,12518
2017-06-10 16:39:04+00:00,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too.  would hug firmly",,13,10,Unknown,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,2017-06-10 16:39:04+00:00,4143,24837,1.3,None,newfoundland,28980
2017-06-09 16:22:42+00:00,This is Sierra. She's one precious pupper. Absolute . Been in and out of ICU her whole life. Help Sierra below,,12,10,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,2017-06-09 16:22:42+00:00,1667,7467,1.2,pupper,vizsla,9134
2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad.  good to go doggo,,12,10,Unknown,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2017-06-09 00:02:31+00:00,5669,28031,1.2,doggo,None,33700
2017-06-08 14:20:41+00:00,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All",,13,10,Unknown,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,2017-06-08 14:20:41+00:00,3884,15029,1.3,None,pug,18913
2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana.  love is love is love...,,13,10,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,2017-06-08 01:06:27+00:00,3911,21309,1.3,None,cocker_spaniel,25220
2017-06-07 16:14:40+00:00,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys...,,12,10,Unknown,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,2017-06-07 16:14:40+00:00,9429,41606,1.2,None,pembroke,51035
2017-06-07 01:19:32+00:00,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here.  blessed as h*ck,,13,10,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2017-06-07 01:19:32+00:00,6649,35085,1.3,None,labrador_retriever,41734
2017-06-06 16:07:15+00:00,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still  would happily get dunked on,,12,10,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,2017-06-06 16:07:15+00:00,8549,35324,1.2,None,None,43873
2017-06-06 00:01:46+00:00,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner.,,13,10,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,2017-06-06 00:01:46+00:00,11918,39090,1.3,None,shetland_sheepdog,51008
2017-06-05 16:15:56+00:00,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter.,,12,10,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2017-06-05 16:15:56+00:00,3678,20787,1.2,pupper,labrador_retriever,24465
2017-06-04 23:56:03+00:00,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids.  great doggo,,12,10,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2017-06-04 23:56:03+00:00,3628,20730,1.2,doggo,komondor,24358
2017-06-03 15:55:36+00:00,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style.  simply breathtaking",,13,10,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,2017-06-03 15:55:36+00:00,3999,23255,1.3,None,None,27254
2017-06-03 00:48:22+00:00,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe.,,11,10,Unknown,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,2017-06-03 00:48:22+00:00,6393,33791,1.1,None,None,40184
2017-06-02 15:00:16+00:00,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 

Help Cody here:",,13,10,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,2017-06-02 15:00:16+00:00,2817,12819,1.3,None,pembroke,15636
2017-06-01 20:18:38+00:00,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it.,,13,10,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,2017-06-01 20:18:38+00:00,27680,85011,1.3,None,golden_retriever,112691
2017-06-01 16:00:09+00:00,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket.  would attempt a boop without waking",,13,10,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2017-06-01 16:00:09+00:00,4384,22453,1.3,None,greater_swiss_mountain_dog,26837
2017-05-31 23:43:25+00:00,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still  would ride,,14,10,Clifford,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,2017-05-31 23:43:25+00:00,8840,37771,1.4,None,None,46611
